"","word","value"
"9757","trappings",-0.6
"9758","traps",-0.5
"9759","trash",-0.5
"9760","trashed",-1
"9761","trashy",-0.5
"9762","trauma",-0.75
"9763","traumatic",-0.75
"9764","traumatically",-1
"9765","traumatize",-1
"9766","traumatized",-1
"9767","travail",-0.4
"9768","travesties",-1
"9769","travesty",-0.75
"9770","treacherous",-0.5
"9771","treacherously",-0.6
"9772","treachery",-0.5
"9773","treason",-1
"9774","treasonous",-0.5
"9775","treasure",0.75
"9776","treasured",1
"9777","treasures",1
"9778","treatment",-0.25
"9779","treats",-0.25
"9780","trek",-0.4
"9781","trembling",-0.5
"9782","tremendously",0.5
"9783","tremor",-0.5
"9784","tremors",-0.6
"9785","tremulous",-0.6
"9786","trenches",-0.6
"9787","trend",0.4
"9788","trending",0.4
"9789","trendy",0.1
"9790","trepidation",-0.8
"9791","trespass",-0.8
"9792","trespassed",-0.8
"9793","trespassing",-0.8
"9794","tribulation",-0.8
"9795","tribute",0.6
"9796","trick",-0.5
"9797","tricked",-0.75
"9798","trickery",-0.75
"9799","tricking",-0.4
"9800","trifle",-0.1
"9801","trigger",-0.4
"9802","tripping",-0.6
"9803","triumph",0.75
"9804","triumphal",0.8
"9805","triumphant",0.75
"9806","triumphantly",1
"9807","triumphed",1
"9808","triumphs",1
"9809","trivial",-0.25
"9810","trivialize",-0.4
"9811","trivially",-0.4
"9812","trod",-0.25
"9813","troll",-0.8
"9814","trophy",0.25
"9815","trouble",-0.5
"9816","troubled",-0.75
"9817","troublefree",0.8
"9818","troublemaker",-0.5
"9819","troubles",-0.75
"9820","troublesome",-0.5
"9821","troublesomely",-1
"9822","troubling",-1
"9823","troublingly",-0.5
"9824","truant",-1
"9825","truce",0.6
"9826","trump",-0.1
"9827","trust",0.5
"9828","trusted",0.5
"9829","trusting",1
"9830","trustingly",1
"9831","trustworthiness",1
"9832","trustworthy",1
"9833","trusty",0.5
"9834","truth",1
"9835","truthful",1
"9836","truthfully",0.8
"9837","truthfulness",0.5
"9838","tumble",-0.5
"9839","tumbled",-0.5
"9840","tumbles",-0.4
"9841","tumbling",-0.4
"9842","tumor",-0.8
"9843","tumult",-1
"9844","tumultuous",-0.5
"9845","tunneled",-0.25
"9846","turbulence",-0.4
"9847","turbulent",-0.5
"9848","turmoil",-0.5
"9849","tutelage",0.6
"9850","tutor",0.25
"9851","twang",-0.25
"9852","twat",-0.75
"9853","twin",0.25
"9854","twisted",-0.25
"9855","twitch",-0.6
"9856","twitchy",-0.25
"9857","twofaced",-0.25
"9858","typhoon",-0.6
"9859","tyrannical",-0.5
"9860","tyrannically",-1
"9861","tyranny",-0.5
"9862","tyrant",-0.5
"9863","ugh",-0.25
"9864","uglier",-1
"9865","ugliest",-0.5
"9866","ugliness",-0.5
"9867","ugly",-0.75
"9868","ulcer",-0.8
"9869","ulterior",-0.5
"9870","ultimatum",-0.5
"9871","ultimatums",-0.4
"9872","ultramodern",0.4
"9873","umpire",0.4
"9874","unabashed",-0.4
"9875","unabashedly",-0.4
"9876","unable",-0.5
"9877","unacceptable",-0.75
"9878","unacceptably",-0.8
"9879","unaccessible",-0.8
"9880","unaccountable",-0.8
"9881","unaccustomed",-0.6
"9882","unachievable",-0.8
"9883","unaffordable",-0.8
"9884","unamused",-1
"9885","unanimity",0.4
"9886","unanimous",0.4
"9887","unanimously",0.25
"9888","unanswered",-0.6
"9889","unapologetic",-0.6
"9890","unappealing",-1
"9891","unappreciated",-1
"9892","unappreciative",-1
"9893","unapproved",-0.5
"9894","unassailable",-0.4
"9895","unattached",-0.6
"9896","unattainable",-0.8
"9897","unattractive",-0.5
"9898","unauthentic",-1
"9899","unauthorized",-0.8
"9900","unavailable",-0.5
"9901","unavoidable",-0.5
"9902","unavoidably",-0.8
"9903","unaware",-0.75
"9904","unbearable",-0.75
"9905","unbearably",-0.8
"9906","unbelief",-0.6
"9907","unbelievable",-0.75
"9908","unbelievably",-0.5
"9909","unbelieving",-0.6
"9910","unbiased",0.75
"9911","unblinking",-0.4
"9912","unborn",-0.5
"9913","unbound",-0.25
"9914","unbreakable",0.8
"9915","unbroken",0.4
"9916","uncanny",0.25
"9917","uncaring",-0.5
"9918","uncertain",-0.75
"9919","uncertainty",-0.8
"9920","unchangeable",-0.6
"9921","unchecked",-0.6
"9922","uncivil",-1
"9923","uncivilized",-1
"9924","unclean",-0.5
"9925","unclear",-0.5
"9926","uncomfortable",-0.75
"9927","uncomfortably",-0.5
"9928","uncompetitive",-0.25
"9929","uncomplicated",0.5
"9930","uncompromising",-0.5
"9931","uncompromisingly",-0.6
"9932","unconcerned",-0.5
"9933","unconditional",0.4
"9934","unconditionally",0.4
"9935","unconfirmed",-0.5
"9936","unconscionable",-1
"9937","unconscious",-0.5
"9938","unconstitutional",-0.5
"9939","uncontrollable",-1
"9940","uncontrollably",-1
"9941","uncontrolled",-0.5
"9942","unconvinced",-0.5
"9943","unconvincing",-0.5
"9944","unconvincingly",-1
"9945","uncooperative",-1
"9946","uncouth",-1
"9947","uncreative",-1
"9948","uncredited",-0.8
"9949","undamaged",0.5
"9950","undaunted",0.8
"9951","undecided",-1
"9952","undefined",-0.6
"9953","undependability",-1
"9954","undependable",-1
"9955","underbelly",-0.4
"9956","undercut",-0.4
"9957","undercuts",-0.4
"9958","undercutting",-0.4
"9959","underdog",-0.25
"9960","underestimate",-0.5
"9961","underestimated",-0.4
"9962","underestimates",-0.4
"9963","underestimating",-0.4
"9964","underlings",-0.25
"9965","underlying",-0.25
"9966","undermine",-0.5
"9967","undermined",-0.75
"9968","undermines",-0.5
"9969","undermining",-0.75
"9970","underpaid",-0.75
"9971","underpowered",-0.6
"9972","undersize",-0.25
"9973","undersized",-0.5
"9974","understaffed",-0.8
"9975","understandable",0.8
"9976","understanding",1
"9977","underweight",-0.8
"9978","underworld",-0.6
"9979","underwrite",-0.25
"9980","undeserving",-1
"9981","undesirable",-0.75
"9982","undesired",-1
"9983","undetermined",-0.6
"9984","undid",-0.4
"9985","undigested",-0.6
"9986","undignified",-1
"9987","undisciplined",-1
"9988","undisputed",0.4
"9989","undivided",0.25
"9990","undo",-0.25
"9991","undocumented",-0.6
"9992","undone",-0.5
"9993","undrinkable",-0.8
"9994","undue",-0.8
"9995","undying",0.8
"9996","unearthing",-0.6
"9997","unease",-1
"9998","uneasily",-1
"9999","uneasiness",-0.5
"10000","uneasy",-1
"10001","uneconomical",-0.8
"10002","uneducated",-0.8
"10003","unemotional",-0.6
"10004","unemployed",-0.75
"10005","unemployment",-0.6
"10006","unencumbered",0.6
"10007","unending",-0.6
"10008","unequal",-0.75
"10009","unequaled",0.4
"10010","unequivocally",0.5
"10011","unethical",-0.5
"10012","unevaluated",-0.6
"10013","uneven",-0.5
"10014","uneventful",-0.1
"10015","unexcited",-0.6
"10016","unexpected",-0.25
"10017","unexpectedly",-0.25
"10018","unexplained",-0.5
"10019","unfair",-0.5
"10020","unfairly",-1
"10021","unfairness",-0.5
"10022","unfaithful",-0.5
"10023","unfaithfully",-1
"10024","unfamiliar",-0.6
"10025","unfavorable",-0.5
"10026","unfazed",0.25
"10027","unfeeling",-0.8
"10028","unfettered",0.4
"10029","unfinished",-0.5
"10030","unfit",-1
"10031","unfixable",-0.8
"10032","unfocused",-0.8
"10033","unforeseen",-0.8
"10034","unforgettable",0.5
"10035","unforgiving",-0.5
"10036","unfortunate",-0.75
"10037","unfortunately",-1
"10038","unfounded",-0.6
"10039","unfriendly",-0.5
"10040","unfulfilled",-0.75
"10041","unfunded",-0.25
"10042","unfurnished",-0.6
"10043","ungainly",-1
"10044","ungentlemanly",-0.6
"10045","unglued",-0.6
"10046","ungodly",-1
"10047","ungovernable",-0.8
"10048","ungrateful",-0.5
"10049","unhappily",-1
"10050","unhappiness",-0.5
"10051","unhappy",-0.75
"10052","unhealthy",-0.75
"10053","unheard",-0.6
"10054","unhelpful",-1
"10055","unhinged",-0.8
"10056","unholy",-0.5
"10057","unification",0.4
"10058","unified",0.6
"10059","unify",1
"10060","unimaginable",-0.5
"10061","unimaginably",-0.6
"10062","unimportant",-0.5
"10063","unimpressed",-0.5
"10064","unimpressive",-0.8
"10065","unimproved",-0.8
"10066","uninfected",0.25
"10067","uninformed",-0.5
"10068","uninitiated",-0.6
"10069","uninjured",0.4
"10070","uninspired",-0.5
"10071","uninspiring",-1
"10072","uninsured",-0.8
"10073","unintelligent",-1
"10074","unintelligible",-0.5
"10075","unintentionally",-0.4
"10076","uninterested",-0.8
"10077","uninteresting",-0.5
"10078","unique",0.6
"10079","unison",0.4
"10080","unitary",0.25
"10081","unite",0.6
"10082","united",0.5
"10083","unity",0.5
"10084","universal",0.4
"10085","university",0.6
"10086","unjust",-0.75
"10087","unjustifiable",-0.5
"10088","unjustifiably",-0.8
"10089","unjustified",-0.5
"10090","unjustly",-1
"10091","unkind",-0.5
"10092","unkindly",-1
"10093","unknowable",-0.8
"10094","unknown",-0.5
"10095","unlawful",-0.5
"10096","unlawfully",-1
"10097","unlawfulness",-1
"10098","unleash",-0.25
"10099","unlicensed",-0.5
"10100","unlikely",-0.5
"10101","unlimited",0.5
"10102","unlovable",-0.75
"10103","unloved",-0.5
"10104","unlucky",-0.5
"10105","unmanageable",-1
"10106","unmarked",-0.25
"10107","unmatched",0.5
"10108","unmoored",-0.25
"10109","unmotivated",-1
"10110","unmoved",-0.8
"10111","unnatural",-0.75
"10112","unnaturally",-0.8
"10113","unnecessary",-0.6
"10114","unneeded",-0.6
"10115","unnerve",-1
"10116","unnerved",-0.5
"10117","unnerving",-1
"10118","unnervingly",-1
"10119","unnoticed",-0.5
"10120","unobserved",-0.25
"10121","unofficial",-0.1
"10122","unorthodox",-0.25
"10123","unorthodoxy",-0.6
"10124","unpaid",-0.8
"10125","unpainted",-0.1
"10126","unpleasant",-0.75
"10127","unpleasantries",-0.8
"10128","unpopular",-0.5
"10129","unpredictable",-0.5
"10130","unprepared",-0.75
"10131","unprocessed",-0.25
"10132","unproductive",-0.5
"10133","unprofessional",-1
"10134","unprofitable",-0.5
"10135","unpronounceable",-0.8
"10136","unprotected",-0.8
"10137","unproved",-0.25
"10138","unproven",-0.8
"10139","unpublished",-0.25
"10140","unqualified",-0.5
"10141","unquestionable",0.5
"10142","unquestionably",0.5
"10143","unquestioned",-0.25
"10144","unravel",-0.1
"10145","unraveled",-0.5
"10146","unraveling",-0.1
"10147","unreachable",-0.5
"10148","unreadable",-0.8
"10149","unreal",-0.4
"10150","unrealistic",-1
"10151","unreasonable",-0.5
"10152","unreasonably",-0.5
"10153","unrecognizable",-0.6
"10154","unrecovered",-0.8
"10155","unrelenting",-0.4
"10156","unrelentingly",-0.4
"10157","unreliability",-1
"10158","unreliable",-0.75
"10159","unrequited",-0.6
"10160","unresolved",-1
"10161","unresponsive",-1
"10162","unrest",-1
"10163","unrestricted",-0.25
"10164","unrivaled",0.4
"10165","unruly",-0.5
"10166","unsafe",-0.5
"10167","unsaid",-0.25
"10168","unsatisfactory",-0.5
"10169","unsatisfiable",-1
"10170","unsatisfied",-0.5
"10171","unsatisfying",-1
"10172","unsavory",-0.75
"10173","unscathed",0.8
"10174","unscheduled",-0.25
"10175","unscrupulous",-0.5
"10176","unscrupulously",-1
"10177","unsecure",-0.25
"10178","unsecured",-0.8
"10179","unseemly",-1
"10180","unselfish",0.5
"10181","unsettle",-1
"10182","unsettled",-0.75
"10183","unsettling",-1
"10184","unsettlingly",-1
"10185","unshakable",0.25
"10186","unsightly",-1
"10187","unskilled",-1
"10188","unsmiling",-1
"10189","unsophisticated",-0.75
"10190","unsound",-1
"10191","unspeakable",-0.75
"10192","unspeakably",-0.8
"10193","unspecified",-0.4
"10194","unstable",-1
"10195","unsteadily",-0.8
"10196","unsteadiness",-0.8
"10197","unsteady",-0.8
"10198","unstoppable",-0.25
"10199","unsuccessful",-0.5
"10200","unsuccessfully",-1
"10201","unsuitable",-0.8
"10202","unsung",-0.25
"10203","unsupported",-0.75
"10204","unsupportive",-0.8
"10205","unsure",-0.5
"10206","unsurpassed",0.4
"10207","unsurprising",-0.25
"10208","unsuspecting",-0.5
"10209","unsustainable",-0.5
"10210","unsympathetic",-0.5
"10211","untamed",-0.6
"10212","untarnished",0.4
"10213","untenable",-0.5
"10214","untested",-0.4
"10215","unthinkable",-0.75
"10216","unthinkably",-0.8
"10217","untidy",-1
"10218","untimely",-0.5
"10219","untold",-0.25
"10220","untouchable",-0.25
"10221","untouched",-0.5
"10222","untoward",-0.8
"10223","untrained",-0.8
"10224","untrue",-0.5
"10225","untrustworthy",-0.5
"10226","untruthful",-1
"10227","unusable",-0.8
"10228","unusably",-0.8
"10229","unusual",-0.6
"10230","unusually",-0.6
"10231","unveil",0.25
"10232","unveiling",-0.25
"10233","unwanted",-0.75
"10234","unwarranted",-0.5
"10235","unwashed",-0.6
"10236","unwatchable",-1
"10237","unwavering",0.5
"10238","unwelcome",-0.75
"10239","unwell",-0.5
"10240","unwieldy",-1
"10241","unwilling",-0.8
"10242","unwillingly",-0.8
"10243","unwillingness",-0.5
"10244","unwise",-0.5
"10245","unwisely",-1
"10246","unwitting",-0.8
"10247","unworkable",-0.8
"10248","unworthy",-0.75
"10249","unyielding",-0.5
"10250","upbeat",1
"10251","upbraid",-0.8
"10252","upcoming",0.4
"10253","upgraded",0.8
"10254","upheaval",-0.5
"10255","upheld",0.6
"10256","uphold",0.6
"10257","uplift",0.5
"10258","uplifting",1
"10259","upright",0.6
"10260","uprising",-0.5
"10261","uproar",-0.5
"10262","uproarious",0.25
"10263","uproot",-0.6
"10264","uprooted",-0.6
"10265","upscale",0.4
"10266","upset",-0.75
"10267","upsets",-0.5
"10268","upsetting",-0.8
"10269","upsettingly",-1
"10270","upstaged",-0.6
"10271","uptight",-0.5
"10272","urchin",-0.25
"10273","urgent",-0.75
"10274","urinals",-0.25
"10275","urine",-0.6
"10276","usable",0.6
"10277","useable",0.6
"10278","useful",0.5
"10279","usefulness",1
"10280","useless",-0.75
"10281","uselessness",-0.6
"10282","userfriendly",1
"10283","usual",0.4
"10284","usurp",-0.5
"10285","usurped",-0.8
"10286","usurper",-0.8
"10287","usury",-1
"10288","utility",0.4
"10289","utmost",0.4
"10290","utopian",0.8
"10291","uttered",-0.25
"10292","uttering",-0.25
"10293","utterly",-0.4
"10294","utters",-0.25
"10295","vacation",0.8
"10296","vacations",0.8
"10297","vacuous",-1
"10298","vaginal",-0.25
"10299","vagrant",-0.5
"10300","vague",-0.75
"10301","vagueness",-0.5
"10302","vain",-1
"10303","vainly",-0.5
"10304","valedictorian",0.25
"10305","valiant",0.5
"10306","valiantly",1
"10307","validate",0.8
"10308","validated",0.8
"10309","validates",0.8
"10310","validating",0.8
"10311","valleys",0.25
"10312","valor",0.5
"10313","valuable",0.5
"10314","vampire",-0.1
"10315","vanguard",0.25
"10316","vanished",-0.6
"10317","vanishing",-0.6
"10318","vanity",-0.5
"10319","vanquish",-0.6
"10320","varicose",-0.8
"10321","variety",0.25
"10322","vegetative",-0.25
"10323","vehement",-0.25
"10324","vehemently",-0.25
"10325","velvety",0.6
"10326","vendetta",-0.8
"10327","venerable",0.6
"10328","venerate",0.6
"10329","veneration",0.5
"10330","vengeance",-0.75
"10331","vengeful",-0.75
"10332","vengefully",-1
"10333","vengefulness",-1
"10334","venom",-0.75
"10335","venomous",-0.5
"10336","venomously",-1
"10337","vent",-0.25
"10338","venting",-0.25
"10339","veracity",0.8
"10340","verbosity",-0.25
"10341","verdant",0.8
"10342","verifiable",0.6
"10343","verification",0.6
"10344","verified",0.5
"10345","verify",0.6
"10346","verily",0.8
"10347","veritable",0.5
"10348","vermin",-1
"10349","vernal",0.25
"10350","versatile",1
"10351","versatility",1
"10352","versus",-0.25
"10353","vertigo",-0.5
"10354","verve",0.6
"10355","vestiges",-0.25
"10356","veteran",0.1
"10357","veto",-0.25
"10358","vex",-1
"10359","vexation",-0.5
"10360","vexing",-0.5
"10361","vexingly",-1
"10362","viable",0.25
"10363","vibrant",0.75
"10364","vibrantly",1
"10365","vice",-0.5
"10366","vicious",-0.75
"10367","viciously",-1
"10368","viciousness",-1
"10369","victim",-0.75
"10370","victimize",-0.75
"10371","victimized",-0.75
"10372","victimizes",-1
"10373","victimizing",-1
"10374","victims",-0.75
"10375","victor",0.5
"10376","victorious",0.5
"10377","victory",0.75
"10378","viewable",0.25
"10379","vigilance",0.5
"10380","vigilant",0.75
"10381","vigor",0.5
"10382","vigorous",0.5
"10383","vile",-0.75
"10384","vileness",-1
"10385","vilify",-0.4
"10386","villager",-0.1
"10387","villagers",-0.25
"10388","villain",-1
"10389","villainous",-1
"10390","villainously",-1
"10391","villains",-1
"10392","vindicate",0.25
"10393","vindicated",0.5
"10394","vindicates",0.25
"10395","vindicating",0.25
"10396","vindication",0.25
"10397","vindictive",-0.5
"10398","vindictively",-0.25
"10399","vindictiveness",-0.5
"10400","violate",-0.5
"10401","violated",-1
"10402","violates",-1
"10403","violating",-0.5
"10404","violation",-0.5
"10405","violator",-1
"10406","violators",-1
"10407","violence",-0.5
"10408","violent",-0.75
"10409","violently",-0.75
"10410","viper",-0.25
"10411","virgin",0.4
"10412","virginity",0.5
"10413","virtue",0.5
"10414","virtuous",0.75
"10415","virtuously",1
"10416","virulence",-0.5
"10417","virulent",-0.5
"10418","virulently",-1
"10419","virus",-0.5
"10420","vision",0.5
"10421","visionary",0.75
"10422","visit",0.4
"10423","visitation",-0.25
"10424","visitor",0.25
"10425","vital",0.4
"10426","vitality",0.5
"10427","vitriolic",-1
"10428","vivacious",0.75
"10429","vivid",0.5
"10430","vixen",-0.25
"10431","vociferous",-0.25
"10432","vociferously",-0.25
"10433","vogue",0.6
"10434","voided",-0.4
"10435","voids",-0.4
"10436","volatile",-0.4
"10437","volatility",-0.5
"10438","volunteer",0.8
"10439","voluptuous",0.6
"10440","vomit",-1
"10441","vomited",-0.5
"10442","vomiting",-0.5
"10443","vomits",-0.5
"10444","voodoo",-0.25
"10445","voter",0.6
"10446","vouchsafe",0.6
"10447","vow",0.6
"10448","vows",0.6
"10449","vulgar",-0.5
"10450","vulgarity",-1
"10451","vulnerability",-0.5
"10452","vulnerable",-0.5
"10453","vulture",-0.25
"10454","wacko",-1
"10455","waft",-0.25
"10456","wages",0.4
"10457","wail",-0.75
"10458","wailing",-1
"10459","wait",-0.25
"10460","wallow",-0.75
"10461","waltz",0.6
"10462","waning",-0.4
"10463","wanton",-0.8
"10464","war",-0.5
"10465","warden",-0.4
"10466","wardens",-0.4
"10467","wardrobes",0.4
"10468","wards",-0.4
"10469","warfare",-0.5
"10470","warily",-1
"10471","wariness",-1
"10472","warlike",-0.5
"10473","warm",0.5
"10474","warmer",0.6
"10475","warmhearted",1
"10476","warmly",1
"10477","warms",0.6
"10478","warmth",0.5
"10479","warn",-0.75
"10480","warned",-0.5
"10481","warning",-0.5
"10482","warnings",-0.5
"10483","warns",-0.25
"10484","warp",-0.25
"10485","warped",-0.5
"10486","warranty",0.25
"10487","warring",-1
"10488","warrior",-0.6
"10489","wars",-1
"10490","wart",-0.6
"10491","wary",-1
"10492","washedout",-0.25
"10493","waste",-0.75
"10494","wasted",-0.75
"10495","wasteful",-0.5
"10496","wastefulness",-1
"10497","wasting",-1
"10498","watchdog",-0.25
"10499","watchful",0.6
"10500","watchman",-0.4
"10501","waterdown",-0.25
"10502","watereddown",-0.25
"10503","waterlogged",-0.8
"10504","waterproof",0.6
"10505","watery",-0.25
"10506","waver",-0.8
"10507","wavering",-0.8
"10508","wayward",-0.8
"10509","weak",-0.5
"10510","weaken",-0.5
"10511","weakened",-1
"10512","weakening",-0.5
"10513","weaker",-1
"10514","weakly",-1
"10515","weakness",-1
"10516","weaknesses",-1
"10517","wealth",0.5
"10518","wealthy",0.5
"10519","wearily",-1
"10520","weariness",-0.75
"10521","wearisome",-1
"10522","weary",-0.75
"10523","weatherproof",0.6
"10524","weddings",0.6
"10525","wedge",-0.25
"10526","weed",-0.25
"10527","weeds",-0.25
"10528","weep",-1
"10529","weeping",-0.5
"10530","weepy",-1
"10531","weird",-0.25
"10532","weirder",-0.8
"10533","weirdly",-0.8
"10534","weirdo",-1
"10535","welcome",0.5
"10536","welcomed",0.75
"10537","welcomes",1
"10538","well",0.8
"10539","wellbalanced",1
"10540","wellbehaved",1
"10541","wellbeing",1
"10542","wellbred",1
"10543","wellconnected",1
"10544","welleducated",1
"10545","wellestablished",1
"10546","wellinformed",1
"10547","wellintentioned",1
"10548","wellknown",1
"10549","wellmade",1
"10550","wellmanaged",1
"10551","wellmannered",1
"10552","wellpositioned",1
"10553","wellreceived",1
"10554","wellregarded",1
"10555","wellrounded",1
"10556","wellrun",1
"10557","wellwishers",1
"10558","welts",-1
"10559","wench",-1
"10560","wheedle",-0.25
"10561","wheelchair",-0.25
"10562","wheezing",-1
"10563","whim",-0.25
"10564","whimper",-1
"10565","whimpered",-1
"10566","whims",0.4
"10567","whimsical",0.4
"10568","whine",-0.25
"10569","whines",-1
"10570","whining",-1
"10571","whiny",-1
"10572","whip",-0.25
"10573","whipped",-0.8
"10574","whips",-0.25
"10575","whisperings",-0.4
"10576","white",0.4
"10577","whitened",0.4
"10578","whiteness",0.4
"10579","wholeheartedly",1
"10580","wholeness",1
"10581","wholesome",0.5
"10582","whoop",0.4
"10583","whooping",0.4
"10584","whore",-1
"10585","whores",-0.5
"10586","wicca",-0.25
"10587","wicked",-0.75
"10588","wickedly",-1
"10589","wickedness",-0.5
"10590","widespread",-0.25
"10591","widowed",-1
"10592","wild",-0.25
"10593","wildfire",-0.25
"10594","willful",-0.25
"10595","willies",-0.25
"10596","willing",0.8
"10597","willingly",0.5
